Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month,Year,Quarter,Stock_Level,Reorder_Point,Shelf_Life_Days,Days_To_Expiry,Near_Expiry,Low_Stock,Profit_Margin,Is_Anomaly,Anomaly_Score
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,39.98,2,0.0,9.1954,2017-07-08,7,2017,3,196,60,1825,1609,0,0,23.0,0,1
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,28.91,7,0.0,8.673,2017-07-08,7,2017,3,364,105,365,155,0,0,30.0,0,1
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,174.95,5,0.0,45.487,2017-07-08,7,2017,3,363,105,365,176,0,0,26.0,0,1
Standard Class,Home Office,United States,San Bernardino,California,92404,West,Office Supplies,Binders,110.528,4,0.2,38.6848,2015-12-11,12,2015,4,387,120,730,-51,1,0,35.0,0,1
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Furniture,Tables,630.024,4,0.4,-199.5076,2016-11-15,11,2016,4,53,18,1825,1387,0,0,-31.666666666666664,0,1
Second Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,27.86,7,0.0,9.1938,2016-05-09,5,2016,2,370,105,365,-244,1,0,33.0,0,1
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Tables,933.408,4,0.3,-173.3472,2017-03-10,3,2017,1,76,18,1825,1510,0,0,-18.57142857142857,0,1
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,51.84,10,0.2,18.144,2016-12-17,12,2016,4,509,150,730,299,0,0,34.99999999999999,0,1
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,165.6,3,0.2,-6.21,2016-12-17,12,2016,4,200,54,365,-28,1,0,-3.75,0,1
Standard Class,Home Office,United States,Marion,Iowa,52302,Central,Office Supplies,Paper,106.32,3,0.0,49.9704,2017-04-06,4,2017,2,511,150,730,416,0,0,47.0,0,1
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,147.92,5,0.2,46.225,2017-05-09,5,2017,2,376,120,730,477,0,0,31.250000000000007,0,1
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,104.28,3,0.0,26.07,2017-05-09,5,2017,2,239,66,1095,832,0,0,25.0,0,1
First Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Tables,286.85,1,0.0,63.107,2017-05-09,5,2017,2,77,18,1825,1539,0,0,21.999999999999996,0,1
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,66.96,4,0.0,2.6784,2017-05-09,5,2017,2,209,66,1095,810,0,0,4.0,0,1
First Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,199.98,2,0.0,87.9912,2017-05-09,5,2017,2,176,54,365,113,0,0,44.00000000000001,0,1
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,45.0,3,0.0,4.95,2017-10-12,10,2017,4,155,54,365,229,0,0,11.0,0,1
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,17.9,5,0.0,8.771,2017-10-12,10,2017,4,696,210,365,243,0,0,49.00000000000001,0,1
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,40.48,2,0.0,17.4064,2017-10-12,10,2017,4,178,60,1825,1690,0,0,43.00000000000001,0,1
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Furniture,Bookcases,2154.9,5,0.0,129.294,2017-10-12,10,2017,4,92,21,1825,1731,0,0,6.000000000000001,0,1
First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,18.432,8,0.7,-12.288,2016-08-28,8,2016,3,414,120,730,241,0,0,-66.66666666666667,0,1
Standard Class,Consumer,United States,Thornton,Colorado,80229,West,Office Supplies,Supplies,10.944,2,0.2,0.9576,2015-10-02,10,2015,4,146,36,730,-137,1,0,8.75,0,1
First Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Supplies,4.36,2,0.0,0.1744,2017-11-23,11,2017,4,120,36,730,692,0,0,3.9999999999999996,0,1
Standard Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,62.352,6,0.2,-10.9116,2017-11-12,11,2017,4,170,54,365,262,0,0,-17.5,0,1
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,303.92,5,0.2,-30.392,2016-12-19,12,2016,4,195,60,1825,1435,0,0,-10.0,0,1
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Storage,129.3,2,0.0,6.465,2014-03-30,3,2014,1,229,66,1095,-314,1,0,5.0,0,1
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,274.2,10,0.0,112.422,2017-11-08,11,2017,4,217,60,1825,1746,0,0,41.0,0,1
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Fasteners,6.048,4,0.2,-1.3608,2014-09-14,9,2014,3,714,210,365,-838,1,0,-22.5,0,1
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,6.848,2,0.2,2.14,2014-09-14,9,2014,3,482,150,730,-477,1,0,31.25,0,1
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,9.96,5,0.6,-6.723,2014-09-14,9,2014,3,218,60,1825,581,0,0,-67.5,0,1
Second Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832,2014-09-14,9,2014,3,392,120,730,-494,1,0,-160.0,0,1
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,45.584,11,0.2,16.5242,2015-09-20,9,2015,3,389,120,730,-154,1,0,36.25,0,1
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Accessories,25.488,2,0.2,4.4604,2015-12-10,12,2015,4,186,54,365,-421,1,0,17.5,0,1
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,136.96,4,0.2,51.36,2014-05-28,5,2014,2,423,120,730,-627,1,0,37.5,0,1
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,49.616,2,0.2,4.9616,2017-03-14,3,2017,1,172,45,540,237,0,0,10.0,0,1
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.584,3,0.2,3.4398,2016-12-08,12,2016,4,497,150,730,343,0,0,32.5,0,1
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,84.416,4,0.2,27.4352,2017-05-06,5,2017,2,486,150,730,477,0,0,32.5,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,431.94,2,0.4,-71.99,2016-03-06,3,2016,1,147,45,540,-178,1,0,-16.666666666666664,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.043,1,0.7,-1.4982,2016-03-06,3,2016,1,410,120,730,26,1,0,-73.33333333333333,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,68.238,3,0.4,-12.5103,2016-03-06,3,2016,1,121,45,540,-145,1,0,-18.333333333333336,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,240.744,4,0.3,-13.7568,2017-10-23,10,2017,4,54,18,1825,1726,0,0,-5.714285714285714,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,35.0,4,0.0,14.7,2017-10-23,10,2017,4,227,60,1825,1742,0,0,42.0,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,210.68,2,0.0,50.5632,2017-10-23,10,2017,4,219,60,1825,1707,0,0,24.0,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792,2017-10-23,10,2017,4,70,18,1825,1743,0,0,-20.0,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,43.44,8,0.0,21.2856,2017-10-23,10,2017,4,475,150,730,605,0,0,49.0,0,1
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Appliances,2.22,1,0.0,0.666,2017-10-23,10,2017,4,80,30,730,617,0,0,30.0,0,1
First Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,1679.96,5,0.2,125.997,2014-04-28,4,2014,2,176,45,540,-853,1,0,7.5,0,1
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,344.372,4,0.3,-93.4724,2016-04-18,4,2016,2,87,24,1825,1163,0,0,-27.142857142857142,0,1
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Storage,1554.936,3,0.2,77.7468,2016-04-18,4,2016,2,195,66,1095,422,0,0,5.0,0,1
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,127.88,5,0.6,-67.137,2016-04-18,4,2016,2,214,60,1825,1193,0,0,-52.5,0,1
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,222.384,2,0.2,22.2384,2016-05-22,5,2016,2,130,45,540,-106,1,0,10.0,0,1
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,106.869,3,0.3,-29.0073,2017-05-28,5,2017,2,63,24,1825,1609,0,0,-27.142857142857146,0,1
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,2017-05-28,5,2017,2,371,120,730,462,0,0,-175.0,0,1
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,25.68,3,0.8,-39.804,2014-08-25,8,2014,3,409,120,730,-509,1,0,-155.0,1,-1
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144,2014-08-25,8,2014,3,372,120,730,-533,1,0,-160.0,0,1
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,25.3,5,0.0,11.891,2014-08-30,8,2014,3,424,120,730,-542,1,0,47.0,0,1
Standard Class,Consumer,United States,Bristol,Connecticut,6010,East,Office Supplies,Storage,95.94,3,0.0,9.594,2014-08-30,8,2014,3,242,66,1095,-173,1,0,10.0,0,1
Second Class,Consumer,United States,Holland,Michigan,49423,Central,Office Supplies,Labels,7.5,2,0.0,3.6,2015-09-03,9,2015,3,604,180,365,-540,1,0,48.00000000000001,0,1
Standard Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,302.376,3,0.2,22.6782,2014-03-28,3,2014,1,152,45,540,-882,1,0,7.500000000000001,0,1
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,46.688,4,0.2,-2.918,2015-05-10,5,2015,2,173,54,365,-627,1,0,-6.25,0,1
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,17.94,3,0.0,3.0498,2015-04-09,4,2015,2,208,66,1095,93,0,0,17.0,0,1
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Appliances,370.14,3,0.0,144.3546,2015-04-09,4,2015,2,87,30,730,-274,1,0,39.0,0,1
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,8.928,2,0.2,3.1248,2016-09-19,9,2016,3,418,120,730,242,0,0,35.0,0,1
Standard Class,Corporate,United States,Noblesville,Indiana,46060,Central,Furniture,Tables,2678.94,6,0.0,241.1046,2016-11-11,11,2016,4,81,18,1825,1386,0,0,9.0,1,-1
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Bookcases,387.136,4,0.2,-14.5176,2017-04-23,4,2017,2,63,21,1825,1522,0,0,-3.75,0,1
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Technology,Accessories,45.408,2,0.2,11.9196,2017-04-23,4,2017,2,194,54,365,103,0,0,26.25,0,1
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Furniture,Furnishings,77.952,3,0.2,-11.6928,2017-04-23,4,2017,2,204,60,1825,1568,0,0,-15.0,0,1
Standard Class,Home Office,United States,Clarksville,Tennessee,37042,South,Office Supplies,Labels,3.0,1,0.2,1.05,2017-04-23,4,2017,2,570,180,365,69,0,0,35.0,0,1
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Storage,9.952,1,0.2,0.9952,2015-10-22,10,2015,4,225,66,1095,249,0,0,10.0,0,1
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,37.896,4,0.7,-29.0536,2017-04-09,4,2017,2,394,120,730,451,0,0,-76.66666666666666,0,1
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Paper,65.584,2,0.2,23.7742,2017-04-09,4,2017,2,514,150,730,428,0,0,36.25,0,1
Standard Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,44.784,1,0.2,16.2342,2017-10-27,10,2017,4,518,150,730,646,0,0,36.25000000000001,0,1
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,1035.8,4,0.0,269.308,2015-10-30,10,2015,4,69,12,730,-75,1,0,26.0,0,1
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,5.76,2,0.0,1.6704,2017-12-18,12,2017,4,362,105,365,352,0,0,29.000000000000004,0,1
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.98,2,0.0,8.991,2016-03-12,3,2016,1,503,150,730,65,0,0,44.99999999999999,0,1
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2,0.0,10.0744,2014-07-21,7,2014,3,144,45,540,-762,1,0,28.000000000000004,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,16.656,3,0.2,3.3312,2016-05-24,5,2016,2,335,105,365,-274,1,0,20.0,0,1
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,20.7,2,0.0,9.936,2017-02-11,2,2017,1,603,180,365,38,0,0,48.00000000000001,0,1
Standard Class,Consumer,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Binders,83.7,5,0.0,41.013,2016-09-20,9,2016,3,398,120,730,228,0,0,48.99999999999999,0,1
Same Day,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,199.8,10,0.0,71.928,2017-09-24,9,2017,3,188,60,1825,1692,0,0,36.0,0,1
Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,45.68,2,0.0,21.0128,2017-03-27,3,2017,1,492,150,730,396,0,0,46.0,0,1
Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,110.96,2,0.0,53.2608,2017-03-27,3,2017,1,488,150,730,420,0,0,48.00000000000001,0,1
Standard Class,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,11.94,3,0.0,5.97,2017-03-27,3,2017,1,494,150,730,412,0,0,50.0,0,1
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Machines,8749.95,5,0.0,2799.984,2016-02-02,2,2016,1,25,12,730,28,1,0,31.999999999999996,1,-1
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,36.4,8,0.0,18.2,2016-02-02,2,2016,1,423,120,730,-18,1,0,50.0,0,1
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,18.69,7,0.0,7.1022,2016-02-02,2,2016,1,220,60,1825,1103,0,0,37.99999999999999,0,1
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,5.94,3,0.0,0.1188,2017-07-07,7,2017,3,678,210,365,151,0,0,2.0,0,1
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,60.736,8,0.2,20.4984,2015-10-23,10,2015,4,470,150,730,-109,1,0,33.75,0,1
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Technology,Copiers,479.976,3,0.2,161.9919,2015-10-23,10,2015,4,41,9,1095,260,0,0,33.75,0,1
Standard Class,Consumer,United States,Lubbock,Texas,79424,Central,Office Supplies,Binders,6.08,1,0.8,-10.336,2015-10-23,10,2015,4,388,120,730,-82,1,0,-170.0,1,-1
Standard Class,Corporate,United States,Longmont,Colorado,80501,West,Technology,Accessories,165.6,3,0.2,-6.21,2016-12-02,12,2016,4,182,54,365,-64,1,0,-3.75,0,1
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Art,59.52,3,0.0,15.4752,2014-03-05,3,2014,1,353,105,365,-1038,1,0,25.999999999999996,0,1
Second Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Accessories,479.97,3,0.0,177.5889,2014-03-05,3,2014,1,165,54,365,-1069,1,0,37.0,0,1
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Supplies,18.62,2,0.0,5.3998,2014-03-05,3,2014,1,133,36,730,-678,1,0,28.999999999999996,0,1
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,49.632,6,0.2,16.7508,2014-03-05,3,2014,1,409,120,730,-678,1,0,33.75,0,1
Second Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,97.82,2,0.0,45.9754,2014-03-05,3,2014,1,524,150,730,-705,1,0,47.0,0,1
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,15.984,2,0.2,1.1988,2015-03-01,3,2015,1,137,45,540,-537,1,0,7.500000000000001,0,1
Second Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,184.752,3,0.2,-20.7846,2015-03-01,3,2015,1,83,24,1825,763,0,0,-11.25,0,1
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2014-02-20,2,2014,1,494,150,730,-736,1,0,47.99999999999999,0,1
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,2016-05-02,5,2016,2,94,24,1825,1201,0,0,-30.0,0,1
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,8.856,9,0.8,-14.1696,2016-03-08,3,2016,1,375,120,730,12,1,0,-160.0,1,-1
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Technology,Accessories,27.96,5,0.2,8.388,2016-03-08,3,2016,1,170,54,365,-315,1,0,30.0,0,1
Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Envelopes,146.352,3,0.2,49.3938,2016-03-08,3,2016,1,477,135,365,-334,1,0,33.75,0,1
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Accessories,175.23,11,0.0,61.3305,2015-12-11,12,2015,4,155,54,365,-416,1,0,35.0,0,1
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,125.99,1,0.0,31.4975,2015-12-11,12,2015,4,151,45,540,-231,1,0,25.0,0,1
First Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,23.0,2,0.0,10.35,2015-12-11,12,2015,4,410,120,730,-21,1,0,45.0,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.584,2,0.2,8.9544,2016-12-22,12,2016,4,417,120,730,298,0,0,35.0,0,1
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,73.784,2,0.6,-77.4732,2016-02-02,2,2016,1,212,60,1825,1116,0,0,-105.0,1,-1
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576,2017-06-05,6,2017,2,508,150,730,500,0,0,35.0,0,1
Standard Class,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,17.52,3,0.0,8.2344,2015-08-21,8,2015,3,350,105,365,-521,1,0,47.00000000000001,0,1
Standard Class,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,35.76,12,0.0,10.0128,2015-08-21,8,2015,3,361,105,365,-524,1,0,28.000000000000004,0,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.64,2,0.0,0.9828,2016-04-07,4,2016,2,329,105,365,-324,1,0,27.0,0,1
Second Class,Consumer,United States,Frisco,Texas,75034,Central,Furniture,Furnishings,30.336,6,0.6,-17.4432,2017-06-04,6,2017,2,199,60,1825,1606,0,0,-57.50000000000001,0,1
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,12.99,1,0.0,1.5588,2017-12-04,12,2017,4,226,60,1825,1767,0,0,12.0,0,1
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,182.22,3,0.0,45.555,2017-12-04,12,2017,4,101,24,1825,1776,0,0,25.0,0,1
Standard Class,Consumer,United States,Paterson,New Jersey,7501,East,Furniture,Chairs,302.94,3,0.0,18.1764,2017-12-04,12,2017,4,67,24,1825,1798,0,0,6.000000000000001,0,1
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,54.992,14,0.2,8.9362,2016-01-11,1,2016,1,229,60,1825,1077,0,0,16.25,0,1
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,12.99,1,0.0,0.2598,2016-04-01,4,2016,2,143,45,540,-114,1,0,1.9999999999999998,0,1
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,55.86,7,0.0,27.93,2017-09-21,9,2017,3,521,150,730,591,0,0,50.0,0,1
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,44.376,2,0.4,-7.396,2017-03-16,3,2017,1,128,45,540,218,0,0,-16.666666666666668,0,1
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,51.264,6,0.2,7.6896,2017-03-16,3,2017,1,200,60,1825,1499,0,0,15.0,0,1
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.193,3,0.7,-3.462,2017-03-16,3,2017,1,384,120,730,420,0,0,-66.66666666666667,0,1
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Accessories,159.984,2,0.2,43.9956,2017-03-16,3,2017,1,153,54,365,72,0,0,27.500000000000004,0,1
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,54.224,2,0.2,3.389,2017-03-16,3,2017,1,229,66,1095,759,0,0,6.25,0,1
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Furniture,Chairs,241.424,2,0.2,-36.2136,2017-11-10,11,2017,4,58,24,1825,1736,0,0,-15.0,0,1
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,33.36,4,0.0,16.68,2016-11-30,11,2016,4,514,150,730,285,0,0,50.0,0,1
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,13.76,2,0.0,6.3296,2016-11-30,11,2016,4,478,150,730,320,0,0,46.0,0,1
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,496.86,7,0.0,24.843,2016-11-30,11,2016,4,215,66,1095,688,0,0,5.0,0,1
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,389.97,3,0.0,35.0973,2016-11-30,11,2016,4,53,24,1825,1405,0,0,8.999999999999998,0,1
Second Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,9.82,2,0.0,4.8118,2015-01-13,1,2015,1,586,180,365,-747,1,0,49.0,0,1
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,56.4,3,0.0,3.384,2014-05-16,5,2014,2,165,54,365,-1010,1,0,6.0,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,18.312,4,0.7,-12.208,2015-06-07,6,2015,2,384,120,730,-245,1,0,-66.66666666666666,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,25.92,5,0.2,9.072,2015-06-07,6,2015,2,504,150,730,-254,1,0,34.99999999999999,0,1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,8.016,3,0.2,1.002,2015-06-07,6,2015,2,376,105,365,-594,1,0,12.5,0,1
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Copiers,479.984,2,0.2,59.998,2017-03-09,3,2017,1,51,9,1095,752,0,0,12.5,0,1
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,30.84,5,0.2,9.6375,2017-03-09,3,2017,1,374,120,730,423,0,0,31.25,0,1
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,33.568,2,0.2,1.6784,2015-12-22,12,2015,4,244,66,1095,343,0,0,5.0,0,1
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,422.625,7,0.3,0.0,2015-12-22,12,2015,4,54,24,1825,1031,0,0,0.0,0,1
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,199.98,2,0.0,83.9916,2014-08-06,8,2014,3,169,54,365,-894,1,0,42.00000000000001,0,1
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,20.24,1,0.0,8.7032,2016-03-27,3,2016,1,184,60,1825,1156,0,0,43.00000000000001,0,1
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,39.92,4,0.0,11.1776,2016-03-27,3,2016,1,187,60,1825,1155,0,0,27.999999999999996,0,1
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,32.54,2,0.0,15.9446,2016-03-27,3,2016,1,416,120,730,70,0,0,49.0,0,1
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,39.0,3,0.0,17.55,2015-12-05,12,2015,4,151,54,365,-406,1,0,45.0,0,1
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Labels,12.6,4,0.0,6.048,2015-12-05,12,2015,4,598,180,365,-442,1,0,48.00000000000001,0,1
First Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,24.64,4,0.2,4.004,2015-09-11,9,2015,3,182,60,1825,969,0,0,16.249999999999996,0,1
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,6.264,3,0.2,2.0358,2015-07-17,7,2015,3,573,180,365,-544,1,0,32.5,0,1
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,14.432,4,0.2,3.4276,2015-07-17,7,2015,3,711,210,365,-589,1,0,23.75,0,1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,719.976,3,0.2,134.9955,2014-05-30,5,2014,2,44,9,1095,-243,1,0,18.75,0,1
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Accessories,239.92,8,0.0,23.992,2017-11-13,11,2017,4,159,54,365,310,0,0,10.0,0,1
First Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,1056.86,7,0.0,158.529,2016-12-09,12,2016,4,60,18,1825,1414,0,0,15.000000000000002,0,1
Same Day,Consumer,United States,Plantation,Florida,33317,South,Technology,Accessories,447.944,7,0.2,89.5888,2015-03-22,3,2015,1,190,54,365,-676,1,0,20.0,0,1
Same Day,Consumer,United States,Plantation,Florida,33317,South,Office Supplies,Storage,150.408,9,0.2,-33.8418,2015-03-22,3,2015,1,197,66,1095,41,0,0,-22.5,0,1
Second Class,Corporate,United States,Houston,Texas,77041,Central,Technology,Phones,453.576,3,0.2,39.6879,2016-12-23,12,2016,4,122,45,540,156,0,0,8.75,0,1
